YEARMONTH,INCIDENTCLASSIFICATION,INCIDENTBOROUGH,INCIDENTCOUNT,AVERAGERESPONSETIME
2016/01,False Alarm,Citywide,1567,04:48
2016/01,False Alarm,Manhattan,330,05:10
2016/01,False Alarm,Bronx,349,04:50
2016/01,False Alarm,Staten Island,123,04:36
2016/01,False Alarm,Brooklyn,393,04:22
2016/01,False Alarm,Queens,372,04:58
2016/01,Medical Emergencies,Citywide,21288,04:45
2016/01,Medical Emergencies,Manhattan,5524,05:00
2016/01,Medical Emergencies,Bronx,4270,05:07
2016/01,Medical Emergencies,Staten Island,1057,04:46
2016/01,Medical Emergencies,Brooklyn,5986,04:16
2016/01,Medical Emergencies,Queens,4451,04:49
2016/01,Medical False Alarm,Citywide,239,04:50
2016/01,Medical False Alarm,Manhattan,52,05:25
2016/01,Medical False Alarm,Bronx,49,05:08
2016/01,Medical False Alarm,Staten Island,5,03:48
2016/01,Medical False Alarm,Brooklyn,75,03:58
2016/01,Medical False Alarm,Queens,58,05:21
2016/01,NonMedical Emergencies,Citywide,22000,05:31
2016/01,NonMedical Emergencies,Manhattan,6004,05:35
2016/01,NonMedical Emergencies,Bronx,4471,05:48
2016/01,NonMedical Emergencies,Staten Island,1075,05:26
2016/01,NonMedical Emergencies,Brooklyn,6140,04:55
2016/01,NonMedical Emergencies,Queens,4310,06:01
2016/01,NonStructural Fires,Citywide,1671,04:43
2016/01,NonStructural Fires,Manhattan,394,05:02
2016/01,NonStructural Fires,Bronx,193,04:48
2016/01,NonStructural Fires,Staten Island,35,04:51
2016/01,NonStructural Fires,Brooklyn,613,04:12
2016/01,NonStructural Fires,Queens,436,05:05
2016/01,Structural Fires,Citywide,2421,04:15
2016/01,Structural Fires,Manhattan,600,04:25
2016/01,Structural Fires,Bronx,531,04:17
2016/01,Structural Fires,Staten Island,116,04:38
2016/01,Structural Fires,Brooklyn,708,03:41
2016/01,Structural Fires,Queens,466,04:47
2016/02,All Fire/Emergency Incidents,Citywide,48069,05:03
2016/02,All Fire/Emergency Incidents,Manhattan,12917,05:20
2016/02,All Fire/Emergency Incidents,Bronx,9611,05:19
2016/02,All Fire/Emergency Incidents,Staten Island,2370,05:01
2016/02,All Fire/Emergency Incidents,Brooklyn,13642,04:29
2016/02,All Fire/Emergency Incidents,Queens,9529,05:15
2016/02,False Alarm,Citywide,1494,04:46
2016/02,False Alarm,Manhattan,323,05:10
2016/02,False Alarm,Bronx,267,04:52
2016/02,False Alarm,Staten Island,127,04:31
2016/02,False Alarm,Brooklyn,426,04:16
2016/02,False Alarm,Queens,351,04:58
2016/02,Medical Emergencies,Citywide,20025,04:36
2016/02,Medical Emergencies,Manhattan,5192,04:53
2016/02,Medical Emergencies,Bronx,4070,04:58
2016/02,Medical Emergencies,Staten Island,947,04:30
2016/02,Medical Emergencies,Brooklyn,5813,04:07
2016/02,Medical Emergencies,Queens,4003,04:42
2016/02,Medical False Alarm,Citywide,195,04:32
2016/02,Medical False Alarm,Manhattan,48,05:00
2016/02,Medical False Alarm,Bronx,32,04:50
2016/02,Medical False Alarm,Staten Island,11,03:58
2016/02,Medical False Alarm,Brooklyn,69,03:58
2016/02,Medical False Alarm,Queens,35,04:56
2016/02,NonMedical Emergencies,Citywide,22853,05:28
2016/02,NonMedical Emergencies,Manhattan,6501,05:40
2016/02,NonMedical Emergencies,Bronx,4574,05:40
2016/02,NonMedical Emergencies,Staten Island,1131,05:28
2016/02,NonMedical Emergencies,Brooklyn,6228,04:54
2016/02,NonMedical Emergencies,Queens,4419,05:47
2016/02,NonStructural Fires,Citywide,1227,04:26
2016/02,NonStructural Fires,Manhattan,311,04:46
2016/02,NonStructural Fires,Bronx,155,04:37
2016/02,NonStructural Fires,Staten Island,34,05:40
2016/02,NonStructural Fires,Brooklyn,429,03:57
2016/02,NonStructural Fires,Queens,298,04:36
2016/02,Structural Fires,Citywide,2275,04:10
2016/02,Structural Fires,Manhattan,542,04:28
2016/02,Structural Fires,Bronx,513,04:21
2016/02,Structural Fires,Staten Island,120,04:26
2016/02,Structural Fires,Brooklyn,677,03:36
2016/02,Structural Fires,Queens,423,04:24
2016/03,All Fire/Emergency Incidents,Citywide,46314,04:50
2016/03,All Fire/Emergency Incidents,Manhattan,12385,05:08
2016/03,All Fire/Emergency Incidents,Bronx,9448,05:06
2016/03,All Fire/Emergency Incidents,Staten Island,2259,04:43
2016/03,All Fire/Emergency Incidents,Brooklyn,13132,04:19
2016/03,All Fire/Emergency Incidents,Queens,9090,04:57
2016/03,False Alarm,Citywide,1858,04:43
2016/03,False Alarm,Manhattan,397,05:02
2016/03,False Alarm,Bronx,406,04:46
2016/03,False Alarm,Staten Island,128,04:28
2016/03,False Alarm,Brooklyn,473,04:25
2016/03,False Alarm,Queens,454,04:48
2016/03,Medical Emergencies,Citywide,22343,04:33
2016/03,Medical Emergencies,Manhattan,5957,04:51
2016/03,Medical Emergencies,Bronx,4404,04:58
2016/03,Medical Emergencies,Staten Island,1074,04:27
2016/03,Medical Emergencies,Brooklyn,6288,04:02
2016/03,Medical Emergencies,Queens,4620,04:37
2016/03,Medical False Alarm,Citywide,250,04:48
2016/03,Medical False Alarm,Manhattan,50,04:48
2016/03,Medical False Alarm,Bronx,61,05:44
2016/03,Medical False Alarm,Staten Island,11,04:17
2016/03,Medical False Alarm,Brooklyn,84,04:13
2016/03,Medical False Alarm,Queens,44,04:48
2016/03,NonMedical Emergencies,Citywide,18288,05:11
2016/03,NonMedical Emergencies,Manhattan,5132,05:27
2016/03,NonMedical Emergencies,Bronx,3932,05:21
2016/03,NonMedical Emergencies,Staten Island,804,05:05
2016/03,NonMedical Emergencies,Brooklyn,5163,04:40
2016/03,NonMedical Emergencies,Queens,3257,05:25
2016/03,NonStructural Fires,Citywide,1351,04:24
2016/03,NonStructural Fires,Manhattan,352,04:36
2016/03,NonStructural Fires,Bronx,181,04:36
2016/03,NonStructural Fires,Staten Island,110,04:56
2016/03,NonStructural Fires,Brooklyn,429,03:54
2016/03,NonStructural Fires,Queens,279,04:36
2016/03,Structural Fires,Citywide,2224,04:08
2016/03,Structural Fires,Manhattan,497,04:24
2016/03,Structural Fires,Bronx,464,04:12
2016/03,Structural Fires,Staten Island,132,04:25
2016/03,Structural Fires,Brooklyn,695,03:41
2016/03,Structural Fires,Queens,436,04:25
2016/04,All Fire/Emergency Incidents,Citywide,45147,04:52
2016/04,All Fire/Emergency Incidents,Manhattan,11999,05:12
2016/04,All Fire/Emergency Incidents,Bronx,9135,05:04
2016/04,All Fire/Emergency Incidents,Staten Island,2404,04:46
2016/04,All Fire/Emergency Incidents,Brooklyn,12703,04:22
2016/04,All Fire/Emergency Incidents,Queens,8906,04:59
2016/04,False Alarm,Citywide,1656,04:44
2016/04,False Alarm,Manhattan,317,05:12
2016/04,False Alarm,Bronx,357,04:49
2016/04,False Alarm,Staten Island,121,04:17
2016/04,False Alarm,Brooklyn,472,04:21
2016/04,False Alarm,Queens,389,04:53
2016/04,Medical Emergencies,Citywide,21461,04:32
2016/04,Medical Emergencies,Manhattan,5881,04:50
2016/04,Medical Emergencies,Bronx,4178,04:46
2016/04,Medical Emergencies,Staten Island,1061,04:25
2016/04,Medical Emergencies,Brooklyn,5935,04:06
2016/04,Medical Emergencies,Queens,4406,04:37
2016/04,Medical False Alarm,Citywide,245,04:48
2016/04,Medical False Alarm,Manhattan,45,05:00
2016/04,Medical False Alarm,Bronx,52,05:20
2016/04,Medical False Alarm,Staten Island,6,05:14
2016/04,Medical False Alarm,Brooklyn,87,04:02
2016/04,Medical False Alarm,Queens,55,05:14
2016/04,NonMedical Emergencies,Citywide,18097,05:17
2016/04,NonMedical Emergencies,Manhattan,4918,05:35
2016/04,NonMedical Emergencies,Bronx,3824,05:28
2016/04,NonMedical Emergencies,Staten Island,938,05:08
2016/04,NonMedical Emergencies,Brooklyn,5040,04:45
2016/04,NonMedical Emergencies,Queens,3377,05:27
2016/04,NonStructural Fires,Citywide,1338,04:36
2016/04,NonStructural Fires,Manhattan,323,04:46
2016/04,NonStructural Fires,Bronx,183,04:41
2016/04,NonStructural Fires,Staten Island,160,05:16
2016/04,NonStructural Fires,Brooklyn,448,04:03
2016/04,NonStructural Fires,Queens,224,04:46
2016/04,Structural Fires,Citywide,2350,04:04
2016/04,Structural Fires,Manhattan,515,04:23
2016/04,Structural Fires,Bronx,541,04:08
2016/04,Structural Fires,Staten Island,118,04:18
2016/04,Structural Fires,Brooklyn,721,03:37
2016/04,Structural Fires,Queens,455,04:16
2016/05,All Fire/Emergency Incidents,Citywide,47816,04:50
2016/05,All Fire/Emergency Incidents,Manhattan,13006,05:14
2016/05,All Fire/Emergency Incidents,Bronx,9614,05:00
2016/05,All Fire/Emergency Incidents,Staten Island,2376,04:39
2016/05,All Fire/Emergency Incidents,Brooklyn,13490,04:16
2016/05,All Fire/Emergency Incidents,Queens,9330,05:01
2016/05,False Alarm,Citywide,1970,04:36
2016/05,False Alarm,Manhattan,329,05:16
2016/05,False Alarm,Bronx,454,04:46
2016/05,False Alarm,Staten Island,160,04:22
2016/05,False Alarm,Brooklyn,576,04:01
2016/05,False Alarm,Queens,451,04:48
2016/05,Medical Emergencies,Citywide,23102,04:28
2016/05,Medical Emergencies,Manhattan,6335,04:51
2016/05,Medical Emergencies,Bronx,4439,04:39
2016/05,Medical Emergencies,Staten Island,1080,04:23
2016/05,Medical Emergencies,Brooklyn,6578,03:57
2016/05,Medical Emergencies,Queens,4670,04:38
2016/05,Medical False Alarm,Citywide,251,04:46
2016/05,Medical False Alarm,Manhattan,61,05:07
2016/05,Medical False Alarm,Bronx,44,05:01
2016/05,Medical False Alarm,Staten Island,7,03:16
2016/05,Medical False Alarm,Brooklyn,89,04:34
2016/05,Medical False Alarm,Queens,50,04:39
2016/05,NonMedical Emergencies,Citywide,19171,05:15
2016/05,NonMedical Emergencies,Manhattan,5456,05:35
2016/05,NonMedical Emergencies,Bronx,4041,05:24
2016/05,NonMedical Emergencies,Staten Island,942,04:58
2016/05,NonMedical Emergencies,Brooklyn,5223,04:40
2016/05,NonMedical Emergencies,Queens,3509,05:30
2016/05,NonStructural Fires,Citywide,1117,04:35
2016/05,NonStructural Fires,Manhattan,322,05:02
2016/05,NonStructural Fires,Bronx,152,04:30
2016/05,NonStructural Fires,Staten Island,71,04:46
2016/05,NonStructural Fires,Brooklyn,350,04:02
2016/05,NonStructural Fires,Queens,222,04:48
2016/05,Structural Fires,Citywide,2205,04:11
2016/05,Structural Fires,Manhattan,503,04:27
2016/05,Structural Fires,Bronx,484,04:13
2016/05,Structural Fires,Staten Island,116,04:31
2016/05,Structural Fires,Brooklyn,674,03:43
2016/05,Structural Fires,Queens,428,04:31
2016/06,All Fire/Emergency Incidents,Citywide,48079,04:52
2016/06,All Fire/Emergency Incidents,Manhattan,13228,05:14
2016/06,All Fire/Emergency Incidents,Bronx,9530,05:04
2016/06,All Fire/Emergency Incidents,Staten Island,2431,04:39
2016/06,All Fire/Emergency Incidents,Brooklyn,13578,04:20
2016/06,All Fire/Emergency Incidents,Queens,9312,05:02
2016/06,False Alarm,Citywide,1881,04:40
2016/06,False Alarm,Manhattan,357,05:04
2016/06,False Alarm,Bronx,468,04:53
2016/06,False Alarm,Staten Island,144,04:20
2016/06,False Alarm,Brooklyn,554,04:15
2016/06,False Alarm,Queens,358,04:49
2016/06,Medical Emergencies,Citywide,23530,04:28
2016/06,Medical Emergencies,Manhattan,6629,04:53
2016/06,Medical Emergencies,Bronx,4476,04:39
2016/06,Medical Emergencies,Staten Island,1057,04:21
2016/06,Medical Emergencies,Brooklyn,6649,04:00
2016/06,Medical Emergencies,Queens,4719,04:34
2016/06,Medical False Alarm,Citywide,307,04:39
2016/06,Medical False Alarm,Manhattan,88,05:10
2016/06,Medical False Alarm,Bronx,75,04:55
2016/06,Medical False Alarm,Staten Island,9,04:30
2016/06,Medical False Alarm,Brooklyn,95,04:01
2016/06,Medical False Alarm,Queens,40,04:41
2016/06,NonMedical Emergencies,Citywide,19031,05:19
2016/06,NonMedical Emergencies,Manhattan,5402,05:36
2016/06,NonMedical Emergencies,Bronx,3907,05:30
2016/06,NonMedical Emergencies,Staten Island,1017,04:57
2016/06,NonMedical Emergencies,Brooklyn,5175,04:47
2016/06,NonMedical Emergencies,Queens,3530,05:36
2016/06,NonStructural Fires,Citywide,1374,04:32
2016/06,NonStructural Fires,Manhattan,313,04:38
2016/06,NonStructural Fires,Bronx,211,04:57
2016/06,NonStructural Fires,Staten Island,93,04:46
2016/06,NonStructural Fires,Brooklyn,459,04:02
2016/06,NonStructural Fires,Queens,298,04:48
2016/06,Structural Fires,Citywide,1956,04:14
2016/06,Structural Fires,Manhattan,439,04:29
2016/06,Structural Fires,Bronx,393,04:18
2016/06,Structural Fires,Staten Island,111,04:26
2016/06,Structural Fires,Brooklyn,646,03:49
2016/06,Structural Fires,Queens,367,04:33
2016/07,All Fire/Emergency Incidents,Citywide,52863,04:54
2016/07,All Fire/Emergency Incidents,Manhattan,14163,05:10
2016/07,All Fire/Emergency Incidents,Bronx,10743,05:12
2016/07,All Fire/Emergency Incidents,Staten Island,2765,04:56
2016/07,All Fire/Emergency Incidents,Brooklyn,14950,04:23
2016/07,All Fire/Emergency Incidents,Queens,10242,05:02
2016/07,False Alarm,Citywide,2101,04:38
2016/07,False Alarm,Manhattan,380,04:59
2016/07,False Alarm,Bronx,536,04:54
2016/07,False Alarm,Staten Island,185,04:31
2016/07,False Alarm,Brooklyn,599,04:04
2016/07,False Alarm,Queens,401,04:48
2016/07,Medical Emergencies,Citywide,24973,04:28
2016/07,Medical Emergencies,Manhattan,7065,04:49
2016/07,Medical Emergencies,Bronx,4699,04:43
2016/07,Medical Emergencies,Staten Island,1128,04:26
2016/07,Medical Emergencies,Brooklyn,7072,03:58
2016/07,Medical Emergencies,Queens,5009,04:39
2016/07,Medical False Alarm,Citywide,280,04:35
2016/07,Medical False Alarm,Manhattan,77,05:06
2016/07,Medical False Alarm,Bronx,41,04:29
2016/07,Medical False Alarm,Staten Island,9,04:25
2016/07,Medical False Alarm,Brooklyn,92,04:02
2016/07,Medical False Alarm,Queens,61,04:49
2016/07,NonMedical Emergencies,Citywide,22323,05:22
2016/07,NonMedical Emergencies,Manhattan,5979,05:30
2016/07,NonMedical Emergencies,Bronx,4834,05:39
2016/07,NonMedical Emergencies,Staten Island,1226,05:27
2016/07,NonMedical Emergencies,Brooklyn,6188,04:53
2016/07,NonMedical Emergencies,Queens,4096,05:31
2016/07,NonStructural Fires,Citywide,1224,04:25
2016/07,NonStructural Fires,Manhattan,260,04:43
2016/07,NonStructural Fires,Bronx,218,04:53
2016/07,NonStructural Fires,Staten Island,95,04:20
2016/07,NonStructural Fires,Brooklyn,381,03:46
2016/07,NonStructural Fires,Queens,270,04:38
2016/07,Structural Fires,Citywide,1962,04:10
2016/07,Structural Fires,Manhattan,402,04:23
2016/07,Structural Fires,Bronx,415,04:18
2016/07,Structural Fires,Staten Island,122,04:29
2016/07,Structural Fires,Brooklyn,618,03:41
2016/07,Structural Fires,Queens,405,04:30
2016/08,All Fire/Emergency Incidents,Citywide,51658,04:55
2016/08,All Fire/Emergency Incidents,Manhattan,14159,05:15
2016/08,All Fire/Emergency Incidents,Bronx,10426,05:13
2016/08,All Fire/Emergency Incidents,Staten Island,2458,04:41
2016/08,All Fire/Emergency Incidents,Brooklyn,14514,04:22
2016/08,All Fire/Emergency Incidents,Queens,10101,05:04
2016/08,False Alarm,Citywide,1955,04:41
2016/08,False Alarm,Manhattan,408,05:12
2016/08,False Alarm,Bronx,430,04:50
2016/08,False Alarm,Staten Island,136,04:35
2016/08,False Alarm,Brooklyn,574,04:09
2016/08,False Alarm,Queens,407,04:49
2016/08,Medical Emergencies,Citywide,24524,04:29
2016/08,Medical Emergencies,Manhattan,6865,04:48
2016/08,Medical Emergencies,Bronx,4598,04:49
2016/08,Medical Emergencies,Staten Island,1141,04:20
2016/08,Medical Emergencies,Brooklyn,7015,03:59
2016/08,Medical Emergencies,Queens,4905,04:37
2016/08,Medical False Alarm,Citywide,298,04:40
2016/08,Medical False Alarm,Manhattan,72,04:44
2016/08,Medical False Alarm,Bronx,48,04:38
2016/08,Medical False Alarm,Staten Island,5,04:08
2016/08,Medical False Alarm,Brooklyn,88,04:13
2016/08,Medical False Alarm,Queens,85,05:09
2016/08,NonMedical Emergencies,Citywide,21830,05:22
2016/08,NonMedical Emergencies,Manhattan,6097,05:37
2016/08,NonMedical Emergencies,Bronx,4689,05:38
2016/08,NonMedical Emergencies,Staten Island,1012,05:03
2016/08,NonMedical Emergencies,Brooklyn,5998,04:49
2016/08,NonMedical Emergencies,Queens,4034,05:34
2016/08,NonStructural Fires,Citywide,1221,04:29
2016/08,NonStructural Fires,Manhattan,318,04:49
2016/08,NonStructural Fires,Bronx,239,04:45
2016/08,NonStructural Fires,Staten Island,66,04:30
2016/08,NonStructural Fires,Brooklyn,351,03:55
2016/08,NonStructural Fires,Queens,247,04:39
2016/08,Structural Fires,Citywide,1830,04:13
2016/08,Structural Fires,Manhattan,399,04:24
2016/08,Structural Fires,Bronx,422,04:20
2016/08,Structural Fires,Staten Island,98,04:15
2016/08,Structural Fires,Brooklyn,488,03:40
2016/08,Structural Fires,Queens,423,04:33
2016/09,All Fire/Emergency Incidents,Citywide,47758,04:55
2016/09,All Fire/Emergency Incidents,Manhattan,13255,05:13
2016/09,All Fire/Emergency Incidents,Bronx,9373,05:10
2016/09,All Fire/Emergency Incidents,Staten Island,2219,04:45
2016/09,All Fire/Emergency Incidents,Brooklyn,13531,04:23
2016/09,All Fire/Emergency Incidents,Queens,9380,05:06
2016/09,False Alarm,Citywide,1707,04:41
2016/09,False Alarm,Manhattan,414,05:00
2016/09,False Alarm,Bronx,363,04:47
2016/09,False Alarm,Staten Island,105,04:40
2016/09,False Alarm,Brooklyn,456,04:12
2016/09,False Alarm,Queens,369,04:48
2016/09,Medical Emergencies,Citywide,23221,04:32
2016/09,Medical Emergencies,Manhattan,6569,04:55
2016/09,Medical Emergencies,Bronx,4326,04:48
2016/09,Medical Emergencies,Staten Island,1085,04:30
2016/09,Medical Emergencies,Brooklyn,6600,04:02
2016/09,Medical Emergencies,Queens,4641,04:37
2016/09,Medical False Alarm,Citywide,266,04:48
2016/09,Medical False Alarm,Manhattan,79,05:06
2016/09,Medical False Alarm,Bronx,47,05:11
2016/09,Medical False Alarm,Staten Island,12,05:11
2016/09,Medical False Alarm,Brooklyn,78,04:13
2016/09,Medical False Alarm,Queens,50,04:49
2016/09,NonMedical Emergencies,Citywide,19525,05:20
2016/09,NonMedical Emergencies,Manhattan,5491,05:31
2016/09,NonMedical Emergencies,Bronx,4057,05:33
2016/09,NonMedical Emergencies,Staten Island,846,05:00
2016/09,NonMedical Emergencies,Brooklyn,5433,04:49
2016/09,NonMedical Emergencies,Queens,3698,05:39
2016/09,NonStructural Fires,Citywide,1078,04:24
2016/09,NonStructural Fires,Manhattan,262,04:39
2016/09,NonStructural Fires,Bronx,177,04:29
2016/09,NonStructural Fires,Staten Island,80,04:51
2016/09,NonStructural Fires,Brooklyn,352,03:59
2016/09,NonStructural Fires,Queens,207,04:37
2016/09,Structural Fires,Citywide,1961,04:16
2016/09,Structural Fires,Manhattan,440,04:26
2016/09,Structural Fires,Bronx,403,04:26
2016/09,Structural Fires,Staten Island,91,04:41
2016/09,Structural Fires,Brooklyn,612,03:48
2016/09,Structural Fires,Queens,415,04:30
2016/10,All Fire/Emergency Incidents,Citywide,50581,04:52
2016/10,All Fire/Emergency Incidents,Manhattan,13843,05:13
2016/10,All Fire/Emergency Incidents,Bronx,10117,05:08
2016/10,All Fire/Emergency Incidents,Staten Island,2334,04:34
2016/10,All Fire/Emergency Incidents,Brooklyn,14162,04:17
2016/10,All Fire/Emergency Incidents,Queens,10125,05:03
2016/10,False Alarm,Citywide,1697,04:42
2016/10,False Alarm,Manhattan,355,05:03
2016/10,False Alarm,Bronx,417,04:45
2016/10,False Alarm,Staten Island,97,04:31
2016/10,False Alarm,Brooklyn,404,04:11
2016/10,False Alarm,Queens,424,04:53
2016/10,Medical Emergencies,Citywide,23306,04:32
2016/10,Medical Emergencies,Manhattan,6340,04:58
2016/10,Medical Emergencies,Bronx,4347,04:49
2016/10,Medical Emergencies,Staten Island,1143,04:16
2016/10,Medical Emergencies,Brooklyn,6595,04:01
2016/10,Medical Emergencies,Queens,4881,04:39
2016/10,Medical False Alarm,Citywide,241,04:53
2016/10,Medical False Alarm,Manhattan,67,05:14
2016/10,Medical False Alarm,Bronx,52,04:56
2016/10,Medical False Alarm,Staten Island,10,05:04
2016/10,Medical False Alarm,Brooklyn,67,04:24
2016/10,Medical False Alarm,Queens,45,05:02
2016/10,NonMedical Emergencies,Citywide,22159,05:12
2016/10,NonMedical Emergencies,Manhattan,6337,05:29
2016/10,NonMedical Emergencies,Bronx,4652,05:28
2016/10,NonMedical Emergencies,Staten Island,946,04:50
2016/10,NonMedical Emergencies,Brooklyn,6168,04:36
2016/10,NonMedical Emergencies,Queens,4056,05:28
2016/10,NonStructural Fires,Citywide,891,04:28
2016/10,NonStructural Fires,Manhattan,233,04:43
2016/10,NonStructural Fires,Bronx,165,04:32
2016/10,NonStructural Fires,Staten Island,51,04:40
2016/10,NonStructural Fires,Brooklyn,232,04:02
2016/10,NonStructural Fires,Queens,210,04:36
2016/10,Structural Fires,Citywide,2287,04:15
2016/10,Structural Fires,Manhattan,511,04:18
2016/10,Structural Fires,Bronx,484,04:30
2016/10,Structural Fires,Staten Island,87,04:18
2016/10,Structural Fires,Brooklyn,696,03:44
2016/10,Structural Fires,Queens,509,04:38
2016/11,All Fire/Emergency Incidents,Citywide,46980,04:54
2016/11,All Fire/Emergency Incidents,Manhattan,12608,05:18
2016/11,All Fire/Emergency Incidents,Bronx,9611,05:09
2016/11,All Fire/Emergency Incidents,Staten Island,2307,04:40
2016/11,All Fire/Emergency Incidents,Brooklyn,13241,04:19
2016/11,All Fire/Emergency Incidents,Queens,9213,05:00
2016/11,False Alarm,Citywide,1644,04:42
2016/11,False Alarm,Manhattan,308,04:57
2016/11,False Alarm,Bronx,358,04:54
2016/11,False Alarm,Staten Island,108,04:31
2016/11,False Alarm,Brooklyn,460,04:13
2016/11,False Alarm,Queens,410,04:54
2016/11,Medical Emergencies,Citywide,21793,04:34
2016/11,Medical Emergencies,Manhattan,5830,05:01
2016/11,Medical Emergencies,Bronx,4217,04:50
2016/11,Medical Emergencies,Staten Island,1044,04:24
2016/11,Medical Emergencies,Brooklyn,6230,04:04
2016/11,Medical Emergencies,Queens,4472,04:42
2016/11,Medical False Alarm,Citywide,216,04:46
2016/11,Medical False Alarm,Manhattan,57,05:28
2016/11,Medical False Alarm,Bronx,44,04:38
2016/11,Medical False Alarm,Staten Island,9,04:19
2016/11,Medical False Alarm,Brooklyn,63,04:16
2016/11,Medical False Alarm,Queens,43,04:46
2016/11,NonMedical Emergencies,Citywide,19825,05:15
2016/11,NonMedical Emergencies,Manhattan,5621,05:35
2016/11,NonMedical Emergencies,Bronx,4217,05:31
2016/11,NonMedical Emergencies,Staten Island,933,04:52
2016/11,NonMedical Emergencies,Brooklyn,5492,04:39
2016/11,NonMedical Emergencies,Queens,3562,05:23
2016/11,NonStructural Fires,Citywide,1085,04:34
2016/11,NonStructural Fires,Manhattan,281,04:52
2016/11,NonStructural Fires,Bronx,182,04:53
2016/11,NonStructural Fires,Staten Island,94,05:11
2016/11,NonStructural Fires,Brooklyn,286,03:46
2016/11,NonStructural Fires,Queens,242,04:46
2016/11,Structural Fires,Citywide,2417,04:14
2016/11,Structural Fires,Manhattan,511,04:29
2016/11,Structural Fires,Bronx,593,04:22
2016/11,Structural Fires,Staten Island,119,04:29
2016/11,Structural Fires,Brooklyn,710,03:45
2016/11,Structural Fires,Queens,484,04:30
2016/12,All Fire/Emergency Incidents,Citywide,50032,04:58
2016/12,All Fire/Emergency Incidents,Manhattan,13570,05:23
2016/12,All Fire/Emergency Incidents,Bronx,10046,05:17
2016/12,All Fire/Emergency Incidents,Staten Island,2335,04:44
2016/12,All Fire/Emergency Incidents,Brooklyn,14247,04:23
2016/12,All Fire/Emergency Incidents,Queens,9834,05:05
2016/12,False Alarm,Citywide,1427,04:40
2016/12,False Alarm,Manhattan,300,05:13
2016/12,False Alarm,Bronx,333,04:51
2016/12,False Alarm,Staten Island,103,04:39
2016/12,False Alarm,Brooklyn,400,04:03
2016/12,False Alarm,Queens,291,04:44
2016/12,Medical Emergencies,Citywide,23128,04:39
2016/12,Medical Emergencies,Manhattan,6320,05:04
2016/12,Medical Emergencies,Bronx,4408,05:01
2016/12,Medical Emergencies,Staten Island,1097,04:25
2016/12,Medical Emergencies,Brooklyn,6499,04:06
2016/12,Medical Emergencies,Queens,4804,04:47
2016/12,Medical False Alarm,Citywide,241,04:53
2016/12,Medical False Alarm,Manhattan,63,04:54
2016/12,Medical False Alarm,Bronx,48,05:35
2016/12,Medical False Alarm,Staten Island,4,04:15
2016/12,Medical False Alarm,Brooklyn,70,04:40
2016/12,Medical False Alarm,Queens,56,04:37
2016/12,NonMedical Emergencies,Citywide,21476,05:19
2016/12,NonMedical Emergencies,Manhattan,6001,05:41
2016/12,NonMedical Emergencies,Bronx,4480,05:37
2016/12,NonMedical Emergencies,Staten Island,978,05:02
2016/12,NonMedical Emergencies,Brooklyn,6129,04:43
2016/12,NonMedical Emergencies,Queens,3888,05:28
2016/12,NonStructural Fires,Citywide,1157,04:30
2016/12,NonStructural Fires,Manhattan,298,04:53
2016/12,NonStructural Fires,Bronx,174,04:47
2016/12,NonStructural Fires,Staten Island,40,04:29
2016/12,NonStructural Fires,Brooklyn,339,03:59
2016/12,NonStructural Fires,Queens,306,04:35
2016/12,Structural Fires,Citywide,2603,04:14
2016/12,Structural Fires,Manhattan,588,04:30
2016/12,Structural Fires,Bronx,603,04:23
2016/12,Structural Fires,Staten Island,113,04:28
2016/12,Structural Fires,Brooklyn,810,03:41
2016/12,Structural Fires,Queens,489,04:33
2017/01,All Fire/Emergency Incidents,Citywide,48079,04:56
2017/01,All Fire/Emergency Incidents,Manhattan,12785,05:11
2017/01,All Fire/Emergency Incidents,Bronx,9608,05:15
2017/01,All Fire/Emergency Incidents,Staten Island,2329,04:45
2017/01,All Fire/Emergency Incidents,Brooklyn,13779,04:24
2017/01,All Fire/Emergency Incidents,Queens,9578,05:09
2017/01,False Alarm,Citywide,1348,04:46
2017/01,False Alarm,Manhattan,284,05:06
2017/01,False Alarm,Bronx,277,04:57
2017/01,False Alarm,Staten Island,74,05:08
2017/01,False Alarm,Brooklyn,419,04:13
2017/01,False Alarm,Queens,294,04:59
2017/01,Medical Emergencies,Citywide,22427,04:38
2017/01,Medical Emergencies,Manhattan,5843,04:53
2017/01,Medical Emergencies,Bronx,4474,04:58
2017/01,Medical Emergencies,Staten Island,1074,04:27
2017/01,Medical Emergencies,Brooklyn,6365,04:08
2017/01,Medical Emergencies,Queens,4671,04:51
2017/01,Medical False Alarm,Citywide,175,04:44
2017/01,Medical False Alarm,Manhattan,34,04:55
2017/01,Medical False Alarm,Bronx,37,05:07
2017/01,Medical False Alarm,Staten Island,8,04:16
2017/01,Medical False Alarm,Brooklyn,58,04:11
2017/01,Medical False Alarm,Queens,38,05:17
2017/01,NonMedical Emergencies,Citywide,20076,05:18
2017/01,NonMedical Emergencies,Manhattan,5639,05:29
2017/01,NonMedical Emergencies,Bronx,4140,05:34
2017/01,NonMedical Emergencies,Staten Island,998,05:02
2017/01,NonMedical Emergencies,Brooklyn,5599,04:50
2017/01,NonMedical Emergencies,Queens,3700,05:32
2017/01,NonStructural Fires,Citywide,1789,04:24
2017/01,NonStructural Fires,Manhattan,487,04:35
2017/01,NonStructural Fires,Bronx,194,05:03
